label	text_a
1	据南非独立传媒网站8月15日报道，南非内政部长莫措阿莱迪表示，已给予卡塔尔、沙特阿拉伯、阿拉伯联合酋长国和新西兰免签待遇，以提振南非旅游业。此外，8月底结束的谈判中，将对加纳、古巴、圣多美和普林西比实施签证豁免。莫措阿莱迪称，内务部正在不断审查其业务，以促进经济增长、创造就业机会和保障南非边境安全。目前南非已经免除了193个联合国成员国中82个国家的签证要求，其中18个来自非洲。除刚果民主共和国外，南部非洲发展共同体所有成员国均享有这一待遇。
1	据南非独立传媒网站7月16日报道，拉马福萨总统在政府公报上发布公告，将立即实施《竞争法修正案》部分条款。该修正案于二月通过，最新的公报涵盖了修正法案所设想的诸多程序性修改，其中在合并程序中的强化上诉权以及进行市场调查的行为现已生效，而有关买方权力、价格歧视等有争议的新规定，以及针对某些外国投资的“国家安全否决权”仍未生效。
1	据南非每日商报网站6月27日报道，国家统计局数据显示，南非2019年5月以生产者价格指数（PPI）年度变化衡量的农业和工业出厂价格指数同比涨幅从4月的6.5%放缓至6.4%；以消费者价格指数(CPI)的年度变化衡量的通胀同比小幅上升至4.5%。其中，焦炭、石油和化学品上涨2.3个百分点，食品类价格上涨1.3个百分点。报道指出，不断上涨的燃油成本是对制造业投入成本构成压力的主要原因。
1	路透约翰内斯堡8月1日
1	据南非每日商报网站5月13日报道，南非Vodacom2018/2019财年税后净利润为154亿兰特同比下降0.8%，为四年内首次下降。该公司全年每股分红由上一财年的8.15兰特下降至7.95兰特，主要原因在于数据资费下调以及按照黑人经济赋权协议（BEE）向黑人股东转移了部分利润。Vodacom正在完成对非洲移动支付公司M-Pesa品牌以及运营平台资产的收购，此举将加速Vodacom非洲移动支付业务的发展。
1	据南非独立传媒网站8月28日报道，拉马福萨总统在东京非洲发展国际峰会（TICAD）期间表示，最近启动的非洲大陆自由贸易区将需要世界一流的基础设施，非洲大陆正在开展大型跨境项目，这些项目将为投资者创造新的机遇。其中包括莫桑比克液态天然气田、南部非洲新港口和铁路项目以及泛非钢铁项目等，非洲开发银行估计每年将需要1300至1700亿美元，以满足其基础设施需求。拉马福萨总统表示，日本是南非许多行业的主要投资者，从汽车到先进的采矿机械，从农业综合企业到金融服务。作为非洲大陆最多样化的经济体，南非拥有帮助推动非洲生产性基础设施发展的技能、资源和制造能力，希望日本等全球伙伴能够参与其中。
1	据南非金融24小时网站8月15日报道，南非汽车协会表示，汽油价格可能在9月份每升上涨至多10美分，照明用石蜡价格将上涨12美分，柴油价格将上涨16美分。汽车协会称，南非兰特在长期稳定之后突然走软，给燃料价格带来了压力，使南非的燃料用户受到国际石油市场支配。协会进一步指出，南非经济处于危险状态，政策不确定性持续存在，债务负担不断增加，在应对国内挑战方面处于不利地位，这使得燃料用户越来越容易受到兰特汇率波动的影响。
1	路透约翰内斯堡5月28日
1	本报记者乔颖报导
1	路透约翰内斯堡10月11日
1	路透约翰内斯堡6月10日
1	据南非独立传媒网站7月31日报道，豪登省是南非经济产出的最大贡献者，占国内生产总值(GDP)的35%，但经济增速低于人口增速，对基础设施和基本服务造成了不成比例的负担。经济发展执行委员会表示，将为出台《豪登省经济发展法案》提供详细的政策建议，并在9月底之前向市场发出呼吁，要求建立社区融资工具，为黑人中小微企业(SMMEs)和乡镇小型制造业提供担保贷款。豪登省政府还将与年轻的黑人“技术创业家”合作，开发围绕移动支付平台的生态系统，以支持中小微企业，建立和加强大宗购买网络，并刺激储蓄文化。
1	"路透约翰内斯堡6月27日
1	路透约翰内斯堡5月13日
1	据南非独立传媒网站7月16日报道，由于对退休基金以及包括保险产品和单位信托基金在内的其他金融资产的投资，2019年4月南非家庭及资产增加2005亿兰特，至770576亿兰特。以家庭总收入的百分比来衡量，家庭净资产从2018年第四季度的265.3%增加到2019年4月的272.5%。此外，报道指出，由于较高的利率和所得税负担，以及不断上涨的燃料价格，住宅资产因家庭财务压力而吃紧，南非家庭债务缓慢增长。
1	路透约翰内斯堡10月10日
1	据南非每日商报网站6月6日报道，国际评级机构在周四发布的《全球宏观展望》中表示，疲弱的经济数据表明，2019年南非经济再次遭遇技术性衰退的可能性很高。穆迪称，南非经济表现疲弱的主要原因为国内私营部门需求低迷，家庭支出和投资减少，以及减产对制造业和采矿业的影响。穆迪进一步指出，预计南非央行将于下月降息，以提振经济。
1	新华社约翰内斯堡6月26日电(记者荆晶)在日本大阪举行的二十国集团(G20)领导人第十四次峰会即将召开之际，南非经济学家表示，希望看到中美经贸摩擦尽早得到解决。
1	路透约翰内斯堡9月16日
1	据南非独立传媒网站8月15日报道，南非副总统马布扎与南非国家规划委员会乡镇经济项目小组举行了会议，以了解委员会对乡镇经济所作的研究。马布扎要求委员会将其工作扩大到乡镇经济以外，包括在南非农村社区和村庄开展的经济活动。他呼吁委员会研究每个省或地区为潜在经济增长所提供的相对优势的模型，通过实施和巩固社会经济模式，协调各种干预措施，以刺激和支持乡镇和农村经济，并支持在经济特区为中小企业提供高影响力的旅游授权和价值链。
1	据南非独立传媒网站8月28日报道，南非财政部公布的经济政策文件表示，政府已将农业和旅游业列为遏制失业率的关键产业。政府已采取五项措施，以促进对农业部门的更多投资。政府表示希望改善农民融资渠道，并希望土地银行积极发挥农业保险产品的范围，以支持业务连续性，确保粮食安全，促进农村经济发展。政府还希望促进牛肉贸易、市场准入和灌溉农业用水，并为小农建立市场联系。此外，财政部表示，旅游部门应加大对旅游企业的支持力度，以应对受到高度监管的商业环境，对旅游机构提供更多的预算支持，并采取措施，保护预算不受汇率波动的负面影响。
1	据南非每日商报网站5月27日报道，近期全球爆发的非洲猪瘟将为南非牛肉行业对中国的出口起到促进作用。数据显示，中国是世界上最大的牛肉产品进口市场，此前，由于口蹄疫原因，中国暂停了从南非进口动物皮革、羊毛和所有的牛肉产品，但在五月初，中国已恢复对南非皮革和羊毛的进口。南非牛肉市场相关负责人表示，此次非洲猪瘟的爆发增加了对牛肉等替代蛋白质来源的需求，为南非牛肉产业创造了机会，南非应尽快消除口蹄疫，以恢复中国对南非牛肉产品的进口。
1	"据中国海关总署于2019年7月23日更新，根据风险分析结果，海关总署和农业农村部发布公告，自2019年7月23日起解除南非境内除林波波省（Limpopo）、普马兰加省（Mpuma
1	路透约翰内斯堡5月10日
1	路透约翰内斯堡7月16日
1	据南非金融24小时网站10月9日报道，今年9月，南非的商业信心从30多年来的最低水平上升，南非工商联合会编制的信心指数9月份升至92.4，超过预测中值89。如果南非即将公布的中期预算为经济复苏奠定了基础，商业信心可能会继续上升。报道指出，财政部长姆博维尼将于10月30日发布的中期预算政策声明中宣布稳定该国财政的计划，以及计划在月底前为亏损的国有电力公司Eskom详细制定周转计划有利于进一步推动经济复苏。
1	据南非每日商报网站9月11日报道，随着越来越多商界人士对南非经济前景感到悲观，南非商业信心指数跌至20年来最低水平。数据显示，南非经济研究局的商业信心指数(BCI)从上一季度的28点降至第三季度的21点，为金融危机以来的最低水平，构成BCI的5个行业中，有4个在第三季度出现恶化，其中零售和批发交易跌幅最大。零售信心从前一季度的28点下降到17点。分析称，担心非国大内部分裂的情绪，正在拖延拉马福萨政府改革和促进经济的努力，使得商业信心进一步恶化。
1	据南非独立传媒网站5月24日报道，调查数据显示，南非3月和4月全国房价涨幅稳定在3.7%，房地产市场活跃程度不断上升。其中，西开普省涨幅最高，达到6.75%。豪登省和西开普省的房地产市场反弹，共同推动了全国市场的企稳和复苏。此外，根据第一国家银行5月份房地产报告显示，首次购房者对房屋的需求持续增长，2019年一季度达到22.7%，高于2018年的17.6%。
1	路透约翰内斯堡8月15日
1	据南非独立传媒网站6月24日报道，南非国际关系与合作部部长潘多尔周一出席中非合作论坛北京峰会成果落实协调人会议，讨论评估中非合作论坛达成的项目进展。潘多尔表示，从非洲大陆正在进行的基础设施项目数量来看，中非合作论坛的成果正在得到落实。近日南非与中国企业间签署的93项协议，标志着中非合作论坛的影响不断扩大。
1	据南非每日商报网站7月31日报道，统计局数据显示，南非2019年6月实现贸易顺差44.2亿兰特，其中出口额为1081.7亿兰特，进口额为1037.5亿兰特。截至目前，今年上半年南非贸易逆差为19.4亿兰特，较去年同期1.1亿兰特顺差有所恶化。由于国内经济增长疲软以及全球经济增长放缓，6月份进出口双双下滑，进口环比下降5.8%，出口环比下降3.2%，经济学家表示，考虑到出口占南非GDP的30%，这一数据不容乐观。
0	据南非独立传媒网站6月6日报道，南非工商会数据显示，南非商业信心指数从4月的93.7下滑至5月的93，企业信心状况进一步恶化。报道指出，电力供应的不确定性，直接影响了企业、消费者和投资者的信心。此外，主要货币兰特的贬值、JSE去股指数下跌、汽车行业销售不佳以及零售业销售疲软，进一步打压了商场情绪。
1	据南非独立传媒网站8月28日报道，南非国家电力公司Eskom表示，其位于林波波省的麦都匹燃煤电厂的1号机组首次发电，成为麦都匹电厂与国家电网同步运行的6个机组中的最后一个。该公司表示，1号机组的首次同步运行，标志着该机组在计划于2020年11月投入商业运营之前，朝着全面商业化运营迈进的一个关键里程碑。麦都匹电站为Eskom与我国开行签订的15亿美元中长期贷款项目。
1	据南非金融24小时网站7月15日报道，南非小企业发展部部长恩沙维尼表示，小型企业金融机构（SEFA）将调整其中小企业的融资机制，以便更容易获得急需的资金。南非中小企业市场对经济增长和创造就业至关重要，是国家发展计划中到2030年实现经济年均增长5%的主要催化剂。恩沙维尼表示，在2019/20财年，将向9个省的企业家提供赠款和贷款组合，每个企业最高可获得250万兰特赠款，第一批受益者将包括10万名年轻企业家。此外，小企业发展部将编制一项指数，以追踪全国中小企业的健康状况。
1	据南非每日商报网站5月9日报道，随着本周以来中美贸易摩擦升温，投资者焦虑情绪在全球资本市场充分显现。截至本周四上午10:00，约堡证券交易所全股指降幅达1.59%，Top40股指降幅达1.73%。尽管中美贸易谈判仍有转圜可能，但谈判破裂的有限风险已在资本市场价格走向中有所反映。此外，非国大在大选投票中能否取得绝对优势也成为本周资本市场的关注焦点。
1	据南非独立传媒网站9月12日报道，贸工部长帕特尔表示，南非与该地区其它五国已与英国签署了一项新的贸易协定，该协议将管理南非、莱索托、斯威士兰、纳米比亚、博茨瓦纳和莫桑比克（Sacum）与英国之间的贸易关系和关税问题。Sacum-UK经济伙伴关系协议，复制了现有的与欧盟的经济伙伴关系协议(EPA)中的协议条款，包括关税、配额、原产地规则以及健康和安全法规。新协议意味着，如果英国离开欧盟时没有达成协议，那么Sacum与英国之间的贸易就有了确定性和法律框架。
1	据南非每日商报网站7月31日报道，南非标准银行表示，已经采取了一项针对燃煤发电项目的集团范围贷款政策，并正在制定一项针对煤炭开采业务的贷款政策。根据国际标准，该政策适用于暂无可运行的碳收集或封存利用技术的新建燃煤发电厂的直接融资，且燃煤电厂必须满足与有关国家发展水平相关的最大排放和电厂规模参数。标准银行表示，能源是非洲经济增长的重要推动因素，燃煤发电一直是包括南非在内的非洲重要的能源来源。
1	据南非金融24小时网站5月24日报道，南非环境事务部长莫科尼亚内周四宣布，暂时撤销之前关于允许将工业二氧化硫排放量提高一倍的举措。该举措发布于去年10月，规定允许燃煤发电厂、炼油厂和其他燃煤锅炉行业将每单位立方米二氧化硫的排放量将由原来的500毫克提高到1000毫克。报道称，由于这一举措没有进行充分的公开协商，因此不能合法执行。莫科尼亚内表示，将按照合法程序继续推进这项举措。
1	据南非独立传媒网站8月14日报道，根据国际汽车制造商组织数据，去年全球汽车产量下降1%，自2009年以来首次年度下降，抑制了制造业产出、货运以及石油和其它大宗商品的消费。今年上半年，中国和德国的汽车产量分别下降13%和12%，美国下降近2%，日本同比增长3%。汽车制造商是全球能源和原材料、塑料、钢铁和铝等中间产品以及营销和广告等服务的最大消费者，随着汽车行业零部件的减少和上路车辆的减少，石油消费增长放缓的情况进一步恶化。
1	路透约翰内斯堡6月7日
0	路透约翰内斯堡8月28日
1	据南非每日商报网站6月24日报道，南非2019年5月通货膨胀率小幅上升至4.5%，推动了7月降息的呼声。其中，通货膨胀的主要因素是食品和非酒精饮料，占0.5%；住房和公用事业上涨1.1个百分点；运输业占1%；其他商品和服务价格上涨0.9%。经济学家认为，过去10个月的通胀结果表明，政策并未达到应有的宽松程度，因此预计将于7月16日至18日召开的货币政策委员会会议下调利率。
1	据南非独立传媒网站7月15日报道，根据2019年上半年平均燃油价格与各国平均工资的交叉对比数据显示，南非平均工资可以购买1215升汽油，在非洲大陆排名第一，其次为纳米比亚和阿尔及利亚，分别为986升和777升。乌干达、喀麦隆和赞比亚排名较低，平均工资购买汽油低于200升，马达加斯加排名，仅为42升。研究表明，自然资源的丰富程度与消费者购买力并非正相关，其中阿尔及利亚汽油价格为非洲最低，而毛里求斯价格最高。
1	据南非独立传媒网站10月9日报道，矿产资源和能源部长曼塔谢向煤炭生产商保证，政府将在通过综合资源计划(IRP)来提供具有成本效益的清洁能源供应的同时，满足他们的要求。曼塔谢表示更新的IRP即将公布，该计划强调南非将继续致力于投资可再生能源，作为到2030年将2000万千瓦可再生能源接入电网的能源结构的一部分。曼塔谢称，南非能源政策以煤炭和风能等多种能源混合为前提，煤炭、进口水电、核能、风能、太阳能、生物质能、储能和能源效率都是权衡各自优点的技术选择。必须消除在可再生能源与煤炭和核能之间的争论，应该通过技术创新来开发丰富的煤矿资源。
1	据南非每日商报网站9月12日报道，南非7月采矿业出现9个月来首次增长，同比增幅2.4%，为一年来最大增幅。其中，铁矿石上涨23.7%，贡献2.8个百分点；煤炭上涨8.6%，贡献2.2个百分点。7月份的矿产总销售额为442亿兰特，高于去年同期的371亿兰特，但低于6月份的481亿兰特。煤炭是南非最大的收入来源，7月份销售额为102.9亿兰特，其次为铂族金属，销售额为95.8亿兰特，黄金为79亿兰特。报道进一步指出，南非采矿业仍受到高投入成本、全球需求减少和大宗商品价格疲软的严重打击。
0	据南非每日商报网站5月9日报道，南非统计局发布数据显示，南非矿业产出已连续5个月下滑，2019年3月同比下降1.1%，较2月8.1%的降幅有所改善，也低于彭博社经济学家7%的降幅预期。经季节调整，2019年一季度矿业产出环比下降3.4%。分析称德里方丹等主要矿区金矿工人连续5个月以来的罢工以及轮流限电现象是矿业产出持续下降的主要原因。
1	据南非金融24小时网站8月14日报道，南非工商会(Sacci)数据显示，南非7月份贸易活动指数(TAI)上涨2点，至40点，为2019年2月以来的第二高水平，贸易预期指数(TEI)下降6点，至42点。Sacci表示，预计更高的投入成本将继续缩小利润率，降低贸易领域的投资回报。贸易活动减少导致积压订单大幅下降，导致库存减少。此外，高昂的租金和人员费用、政策的不确定性、持续的劳工骚乱、高电价和水费以及汇率的波动，正在使南非贸易活动复杂化。
1	据南非金融24小时网站5月24日报道，南非储备银行行长丹雅格日前表示，随着美中贸易紧张局势的加剧，南非经济受到间接损害。他表示，南非是一个小型开放的经济体，通过向全球出口商品来实现经济增长，美中贸易争端将加剧南非股票市场的负面情绪，从而损害南非经济走出低迷的可能性。美国既要控制本国市场又想介入他国市场的做法是不可行的。
1	据南非金融24小时网站6月24日报道，美国负责非洲事务的助理国务卿表示，美国对非洲有着“浓厚的兴趣”，认为特朗普政府对非洲大陆不感兴趣是错误的。他表示，美国是南非第三大贸易伙伴，2018年双边贸易额为137亿美元。从南非进口的商品包括贵金属、铁、钢、铝、汽车零部件，以及柑橘和食用葡萄等。此外，美国投资者将密切关注有关土地改革的措施，以决定是否在南非投资。
1	据南非每日商报网站6月5日报道，南非贸易和工业部长帕特尔表示，建立非洲自由贸易区将提振南非经济和就业状况。2018年，南非与非洲大陆其他国家共同签署了非洲大陆自由贸易区协定(CFTA)，旨在建立一个单一的非洲大陆商品和服务市场，允许商人和投资自由流动。该协议于5月29日正式生效。帕特尔称，在制度和基础设施完善，以及稳固商业和社会伙伴关系的前提下，CFTA将给南非国内生产总值增加数十亿兰特，创造大量就业机会，吸引和扩大投资，从而提振经济。
1	南非统计局（Stats
1	路透约翰内斯堡7月15日
1	据南非金融24小时网站9月9日报道，南非新闻部长亚伯拉罕斯表示，总统委员会预计将于10月发布第四次工业革命蓝图的初稿。今年4月，总统委员会被任命通过协调的方式制定第四次工业革命计划。部长表示，政府正在推广频谱，以确保所有人能受益，南非人将从释放频谱中获得经济价值。南非目前招标过程太慢，需要对法律进行全面修订，以跟上技术领域的变化。
1	据南非独立传媒网站10月9日报道，已有七家电信公司与南非政府签署了合作协议，概述在光纤连接领域的指导原则。该协议由Dark
1	中国进出口商品交易会，又称广交会，由中国商务部和广东省人民政府共同主办、中国对外贸易中心承办，每年春秋两季在中国广州举行。广交会是中国对外贸易的重要渠道和对外开放的重要窗口，在推动中国外贸发展、促进中外经贸交流合作中发挥了十分重要的作用，被誉为“中国第一展”。自1957年创办以来，广交会一直保持着中国展会历史最长、规模最大、到会采购商最多且国别范围最广、商品种类最全、成交效果最好的特点。
1	据南非每日商报网站5月9日报道，南非统计局发布数据显示，南非2019年3月制造业产出同比增长1.2%，而彭博社经济学家的预期为下降0.2%。其中，石油、化工、橡胶和塑料产品增长7%，钢铁、金属产品、机械制品增长3.2%，食品饮料增长1%。经季节调整，2019年一季度制造业产出环比下降2.4%。分析称，尽管近月来制造业产出有所增长，但轮流限电现象仍然是制造业产出增长的主要抑制因素。
1	据南非每日商报网站8月14日报道，南非6月份零售额同比增长2.4%，高于经济学家预期。其中，家具家电和设备零售额上涨5.2%；纺织品、服装、鞋类和皮具零售额上涨4.8%；其他零售商销售额增长了5.7%。数据显示，今年第二季度，零售额同比增长2.4%，预示着本季度整体经济增长良好。经济学家表示，零售业的提振将有助于南非摆脱第二次经济衰退。
1	据南非每日商报网站6月5日报道，最新数据显示，5月南非私营企业业务出现下滑，新订单降幅为六个月来最快。调查机构表示，跟踪新订单、产出、就业、库存和价格等因素的采购经理人指数(PMI)从4月份的50.3点下降到5月份的49.3点，显示出南非私营企业疲软的经济状况，政府今年将面临重新加速经济增长的艰难斗争。报道称，尽管如此，未来市场信心升至13个月来最高水平，表明市场对南非经济仍有信心。
1	路透约翰内斯堡7月31日
1	据南非独立传媒网站5月27日报道，南非国家财政部表示，总统拉马福萨已将碳税法案纳入法律，该法案将于2019年6月1日起生效。法案将分两阶段实施，第一阶段从2019年6月1日至2022年12月31日，第二阶段从2023年至2030年，相关具体政策条款收录于《2019年关税及消费税修正案》（The
0	据南非金融24小时网站6月26日报道，南非银行业风险信息中心（SABRIC）数据显示，2018年南非银行卡诈骗案件造成的损失超过8亿兰特，数字银行犯罪报告增加75%，达到23466起，共计损失2.628亿兰特。其中包括银行应用程序诈骗7445起，造成1.048亿兰特损失；网上银行诈骗损失1.29亿兰特，以及手机银行欺诈损失2890万兰特。SABRIC表示，将持续与执法机构和其他合作伙伴密切合作，以解决这一问题，并确保网络诈骗行为减少。
0	路透约翰内斯堡5月9日
1	路透约翰内斯堡10月9日
1	据南非每日商报网站7月12日报道，贸工部长帕特尔表示，南非政府将加快支持黑人企业家，未来五年内，政府将通过确定可持续发展的业务、促进企业家和新企业的成立以及工人参与企业，支持400个黑人企业家的项目，并提供400亿兰特的财政支持。该方案旨在通过有针对性和明确界定的金融和非金融干预措施，释放黑人实业家公司在经济关键部门的潜力。支持黑人企业家的计划被视为有争议的广泛黑人经济赋权(B-BBEE)的关键因素之一。
0	据南非独立传媒网站7月30日报道，南非统计局数据显示，南非第二季度失业率达到29%，创11年来新高。失业人口比第一季度增加45.5万，达到670万人。其中，非正式部门就业人数增加11.4万人，农业就业人数增加5000人；正规部门和私人家庭各减少4.9万人。15至34岁年龄段失业率为40.3％，人数达到820万。45岁至54岁人群的失业率为17.2%。
0	路透约翰内斯堡8月14日
0	据南非每日商报网站9月10日报道，南非制造业产出继6月下跌3.2%后，7月该行业下降1.1%。其中，石油、化工、橡胶和塑料产品下跌8%；钢铁、有色金属、金属制品、机械等基础产业下滑4.4%；木材、木制品、造纸、出版印刷等产业下滑5.1%。南非统计局数据显示，制造业生产指数从6月份的99.1点升至7月份的102点。报道指出，全球贸易形势紧张、消费需求疲软以及出口增长前景疲软，是影响制造业产出的主要因素。
1	据南非独立传媒网站5月8日报道，三星南非公司日前宣布启动2.8亿兰特新投资项目，该项目将历时10年，预期创造超过3000个直接和间接就业岗位，并为南非经济贡献10亿兰特的经济产出。南非贸工部长戴维斯对三星此举作出高度评价，称三星的投资能够积极响应南非国家发展规划的政策议程，有效帮助南非应对经济转型发展中面临的挑战。
0	据南非独立传媒网站10月8日报道，南非储备银行表示，由于外币存款减少，南非的国际流动性在9月份下降了1.68亿美元（合25.4亿兰特）。南非9月份的净外汇储备从8月份的442.26亿美元降至440.58亿美元，反映出该国接收的外汇存款发生了重大变化，美元走强削弱南非持有的外币资产的价值。经济学家表示，尽管南非的国际流动性下降相对较小，但对南非而言总体是负面的结果，外汇储备是一个国家短期内偿还外债和维持流动性的重要指标，它将影响投资者的信心。
1	据南非金融24小时网站6月5日报道，南非储备银行行长丹雅格表示，储备银行不会帮助包括国家电力公司Eskom在内的国有企业摆脱困境。昨日，非国大表示政府需要扩大储备银行职权范围，并探索量化宽松政策，以消除债务危机。对此，丹雅格表示，储备银行不会执行救助计划，否则将引起赤字货币化，并加剧通货膨胀。
1	据南非每日商报网站7月12日报道，数据显示，南非经济在2019年第二季度出现温和复苏，5月份采矿和制造业数据为摆脱经济衰退带来希望。其中，5月矿业产量较4月增长3%，矿产销售额同比增长10.7%，铁矿石价格上涨68.7%，煤炭产量增长4.3%；5月制造业产出虽较4月下降1.5%，但数据依然向好。经济学家表示，受到贸易战和全球经济放缓的影响，能源密集型行业依旧面临沉重压力，潜在经济活动可能保持疲弱。
